Response Time,Age,Gender,Country,Education,Job Title,Experience,Investment,Compensation,Int Age
859,70+,Prefer not to say,United States of America,Doctoral degree,Statistician,20+ years,$1-$99,"100,000-124,999",70
6740,18-21,Woman,Egypt,I prefer not to answer,Data Scientist,1-3 years,,,18
570,25-29,Man,Brazil,Master’s degree,Data Scientist,5-10 years,$0 ($USD),"2,000-2,999",25
454,25-29,Man,Mexico,Master’s degree,Other,5-10 years,$0 ($USD),"10,000-14,999",25
874,30-34,Man,Other,Bachelor’s degree,Data Analyst,1-3 years,$1-$99,$0-999,30
386,30-34,Man,Nigeria,Some college/university study without earning a bachelor’s degree,Student,1-3 years,,,30
314,25-29,Man,Greece,Master’s degree,Research Scientist,< 1 years,$0 ($USD),"15,000-19,999",25
261466,25-29,Woman,Germany,Bachelor’s degree,Data Analyst,1-3 years,,"1,000-1,999",25
486,18-21,Man,India,Some college/university study without earning a bachelor’s degree,Student,3-5 years,,,18
521,30-34,Man,China,Master’s degree,Student,< 1 years,,,30
1146,50-54,Man,United States of America,Master’s degree,Software Engineer,20+ years,$100-$999,"80,000-89,999",50
708,30-34,Man,United States of America,Master’s degree,Data Scientist,5-10 years,"$100,000 or more ($USD)","300,000-499,999",30
1219,55-59,Man,Brazil,Some college/university study without earning a bachelor’s degree,Software Engineer,20+ years,$0 ($USD),"25,000-29,999",55
1104,25-29,Man,Other,Master’s degree,Data Analyst,3-5 years,$1-$99,"2,000-2,999",25
1087,18-21,Man,India,Bachelor’s degree,Student,< 1 years,,,18
198,18-21,Man,India,Bachelor’s degree,Student,1-3 years,,,18
1084,25-29,Man,Nigeria,Bachelor’s degree,Data Analyst,< 1 years,$0 ($USD),$0-999,25
744,30-34,Man,India,Master’s degree,Data Scientist,3-5 years,$1-$99,$0-999,30
833,45-49,Man,United States of America,Master’s degree,Software Engineer,20+ years,$0 ($USD),"125,000-149,999",45
524,30-34,Man,Peru,Some college/university study without earning a bachelor’s degree,Data Analyst,5-10 years,$1-$99,$0-999,30
934,22-24,Woman,Ukraine,Master’s degree,Other,< 1 years,$0 ($USD),$0-999,22
430,22-24,Man,Sweden,Master’s degree,Student,3-5 years,,,22
284,25-29,Man,India,Master’s degree,Student,10-20 years,,,25
683,55-59,Woman,United Kingdom of Great Britain and Northern Ireland,Doctoral degree,Software Engineer,20+ years,"$1000-$9,999","40,000-49,999",55
1344,22-24,Man,India,Bachelor’s degree,Software Engineer,5-10 years,"$100,000 or more ($USD)","150,000-199,999",22
2360,40-44,Man,United States of America,Master’s degree,Data Scientist,5-10 years,"$10,000-$99,999","125,000-149,999",40
647,18-21,Man,Other,Bachelor’s degree,Student,< 1 years,,,18
603,30-34,Woman,Other,Master’s degree,Data Analyst,< 1 years,$0 ($USD),"50,000-59,999",30
484,25-29,Man,Russia,Some college/university study without earning a bachelor’s degree,Currently not employed,1-3 years,,,25
427,50-54,Woman,Italy,Master’s degree,Data Scientist,20+ years,"$1000-$9,999","40,000-49,999",50
478,18-21,Man,India,Bachelor’s degree,Student,1-3 years,,,18
622,25-29,Man,Mexico,Bachelor’s degree,Data Scientist,3-5 years,"$1000-$9,999","1,000-1,999",25
237,35-39,Man,India,Master’s degree,Research Scientist,< 1 years,,,35
741,50-54,Woman,United States of America,Master’s degree,Data Analyst,1-3 years,$0 ($USD),"60,000-69,999",50
533,18-21,Woman,India,Bachelor’s degree,Student,5-10 years,,,18
977,30-34,Man,Brazil,Master’s degree,Machine Learning Engineer,5-10 years,"$100,000 or more ($USD)","40,000-49,999",30
454,18-21,Man,India,Bachelor’s degree,Data Engineer,1-3 years,$0 ($USD),$0-999,18
414,22-24,Man,Belarus,Bachelor’s degree,Data Analyst,1-3 years,,,22
610,30-34,Man,Australia,Master’s degree,Data Scientist,1-3 years,"$10,000-$99,999","70,000-79,999",30
450,35-39,Man,Brazil,Some college/university study without earning a bachelor’s degree,Data Scientist,1-3 years,"$1000-$9,999",$0-999,35
288,18-21,Woman,Indonesia,Bachelor’s degree,Student,< 1 years,,,18
617,18-21,Man,India,Bachelor’s degree,Student,1-3 years,,,18
582,55-59,Man,France,Master’s degree,Other,< 1 years,$1-$99,"70,000-79,999",55
523,22-24,Man,Other,Bachelor’s degree,Data Engineer,< 1 years,$100-$999,"15,000-19,999",22
6462,22-24,Woman,Kenya,Bachelor’s degree,Data Engineer,< 1 years,$0 ($USD),"10,000-14,999",22
526,18-21,Man,India,Bachelor’s degree,Data Scientist,1-3 years,$0 ($USD),$0-999,18
360,22-24,Man,Egypt,Bachelor’s degree,Machine Learning Engineer,< 1 years,,,22
715,30-34,Man,Kenya,Master’s degree,Currently not employed,10-20 years,,,30
636,25-29,Man,India,Master’s degree,Software Engineer,5-10 years,$100-$999,"10,000-14,999",25
728,70+,Man,United States of America,Master’s degree,Currently not employed,1-3 years,,,70
473521,18-21,Man,Indonesia,Bachelor’s degree,Data Scientist,1-3 years,$1-$99,"2,000-2,999",18
752,40-44,Man,Mexico,Professional doctorate,Currently not employed,3-5 years,,,40
731,18-21,Man,Viet Nam,Bachelor’s degree,Student,1-3 years,,,18
430,25-29,Man,Brazil,Master’s degree,Research Scientist,1-3 years,,,25
905,35-39,Man,United States of America,Master’s degree,Data Scientist,5-10 years,"$10,000-$99,999","100,000-124,999",35
813,22-24,Man,Colombia,Bachelor’s degree,Student,1-3 years,,,22
467,22-24,Woman,United Kingdom of Great Britain and Northern Ireland,Master’s degree,Data Analyst,1-3 years,"$10,000-$99,999","30,000-39,999",22
321,22-24,Man,Poland,Master’s degree,Business Analyst,1-3 years,$0 ($USD),"20,000-24,999",22
242,25-29,Man,Germany,Doctoral degree,Other,I have never written code,$0 ($USD),"10,000-14,999",25
873,35-39,Man,Brazil,Bachelor’s degree,Data Scientist,5-10 years,$1-$99,"25,000-29,999",35
455,40-44,Man,United Kingdom of Great Britain and Northern Ireland,Doctoral degree,Research Scientist,20+ years,$1-$99,"60,000-69,999",40
918,18-21,Man,Egypt,Master’s degree,Student,1-3 years,,,18
2285,25-29,Man,Taiwan,Doctoral degree,Research Scientist,3-5 years,"$10,000-$99,999","1,000-1,999",25
759,25-29,Man,Ghana,Bachelor’s degree,Data Analyst,1-3 years,$100-$999,"5,000-7,499",25
18505,25-29,Man,Japan,Master’s degree,Software Engineer,5-10 years,$0 ($USD),"5,000-7,499",25
943,35-39,Woman,India,Doctoral degree,Other,10-20 years,$100-$999,"1,000-1,999",35
907,30-34,Woman,Saudi Arabia,Bachelor’s degree,Machine Learning Engineer,< 1 years,$0 ($USD),$0-999,30
559,30-34,Man,Brazil,Doctoral degree,Software Engineer,10-20 years,"$1000-$9,999","40,000-49,999",30
671,18-21,Woman,India,Bachelor’s degree,Student,< 1 years,,,18
295,22-24,Man,India,Bachelor’s degree,Student,1-3 years,,,22
5528,25-29,Woman,South Korea,Master’s degree,DBA/Database Engineer,3-5 years,$0 ($USD),"3,000-3,999",25
322,18-21,Woman,China,I prefer not to answer,Student,20+ years,,,18
1885,60-69,Man,Japan,Bachelor’s degree,Product Manager,3-5 years,$100-$999,"40,000-49,999",60
1406,22-24,Man,Pakistan,Bachelor’s degree,Student,3-5 years,,,22
579,30-34,Man,India,Master’s degree,Data Scientist,10-20 years,"$1000-$9,999","100,000-124,999",30
552,25-29,Woman,Brazil,Master’s degree,Data Engineer,3-5 years,$1-$99,$0-999,25
534,60-69,Man,Switzerland,Doctoral degree,Other,20+ years,$100-$999,"150,000-199,999",60
560,40-44,Man,India,Doctoral degree,Program/Project Manager,1-3 years,"$1000-$9,999","80,000-89,999",40
668,30-34,Man,United States of America,Bachelor’s degree,Currently not employed,1-3 years,,,30
523,22-24,Man,India,Bachelor’s degree,Currently not employed,1-3 years,,,22
578,60-69,Man,India,Professional doctorate,Student,< 1 years,,,60
2541,45-49,Man,Ghana,Master’s degree,Research Scientist,10-20 years,"$1000-$9,999","10,000-14,999",45
145,22-24,Man,China,Master’s degree,Student,3-5 years,,,22
709,35-39,Man,Chile,Doctoral degree,Student,10-20 years,,,35
588,22-24,Man,India,Master’s degree,Data Scientist,3-5 years,$100-$999,"5,000-7,499",22
865,55-59,Man,Netherlands,Master’s degree,Data Scientist,5-10 years,$0 ($USD),"80,000-89,999",55
325,18-21,Man,Russia,Master’s degree,Business Analyst,< 1 years,$0 ($USD),"10,000-14,999",18
383,30-34,Man,Thailand,Master’s degree,Data Analyst,< 1 years,$100-$999,"1,000-1,999",30
723,25-29,Man,India,Master’s degree,Currently not employed,1-3 years,,,25
404,22-24,Man,United States of America,Master’s degree,Student,1-3 years,,,22
2994,30-34,Man,Peru,Bachelor’s degree,Data Analyst,< 1 years,"$1000-$9,999","3,000-3,999",30
474,22-24,Woman,India,Bachelor’s degree,Currently not employed,1-3 years,,,22
641,22-24,Man,Kenya,Bachelor’s degree,Student,1-3 years,,,22
637,18-21,Man,India,Bachelor’s degree,Data Analyst,< 1 years,$0 ($USD),$0-999,18
1556,40-44,Man,Nigeria,Bachelor’s degree,Machine Learning Engineer,10-20 years,"$1000-$9,999","5,000-7,499",40
250,40-44,Man,Mexico,Master’s degree,Research Scientist,5-10 years,$0 ($USD),"125,000-149,999",40
501,25-29,Man,Brazil,Bachelor’s degree,Data Analyst,5-10 years,"$1000-$9,999","7,500-9,999",25
662,45-49,Man,India,Doctoral degree,Other,10-20 years,$0 ($USD),"10,000-14,999",45
372,45-49,Woman,United States of America,Master’s degree,Other,I have never written code,$0 ($USD),"15,000-19,999",45
285,22-24,Woman,Tunisia,Bachelor’s degree,Student,1-3 years,,,22
3425,18-21,Man,India,Some college/university study without earning a bachelor’s degree,Student,1-3 years,,,18
305,25-29,Woman,India,Bachelor’s degree,Student,< 1 years,,,25
603,50-54,Woman,United States of America,Master’s degree,Data Scientist,3-5 years,"$1000-$9,999","100,000-124,999",50
478,30-34,Man,Australia,Bachelor’s degree,Currently not employed,< 1 years,,,30
309,18-21,Man,Pakistan,Bachelor’s degree,Student,1-3 years,,,18
609,45-49,Man,United States of America,Master’s degree,Data Analyst,1-3 years,"$1000-$9,999","100,000-124,999",45
229,35-39,Man,Morocco,Master’s degree,Currently not employed,I have never written code,,,35
440,22-24,Woman,Pakistan,Some college/university study without earning a bachelor’s degree,Student,< 1 years,,,22
786,22-24,Man,Nigeria,Bachelor’s degree,Data Scientist,1-3 years,$100-$999,$0-999,22
419,25-29,Woman,United Kingdom of Great Britain and Northern Ireland,Master’s degree,Machine Learning Engineer,1-3 years,$100-$999,"40,000-49,999",25
795,25-29,Woman,China,Master’s degree,Student,3-5 years,,,25
146,50-54,Man,Chile,Master’s degree,Data Scientist,1-3 years,,,50
672,50-54,Man,United States of America,Some college/university study without earning a bachelor’s degree,Data Analyst,3-5 years,$0 ($USD),"80,000-89,999",50
212,18-21,Woman,"Iran, Islamic Republic of...",Bachelor’s degree,Statistician,1-3 years,,,18
479,45-49,Woman,Netherlands,Master’s degree,Data Scientist,20+ years,"$10,000-$99,999","40,000-49,999",45
1291,25-29,Man,Singapore,Bachelor’s degree,Data Engineer,5-10 years,"$10,000-$99,999","80,000-89,999",25
2613,22-24,Man,Indonesia,Bachelor’s degree,Currently not employed,1-3 years,,,22
400,22-24,Woman,India,Master’s degree,Currently not employed,< 1 years,,,22
431,45-49,Woman,United Kingdom of Great Britain and Northern Ireland,Master’s degree,Data Analyst,I have never written code,$0 ($USD),"40,000-49,999",45
856,25-29,Man,India,Master’s degree,Data Scientist,3-5 years,"$1000-$9,999","7,500-9,999",25
830,35-39,Man,Iraq,Master’s degree,Research Scientist,< 1 years,$0 ($USD),$0-999,35
410,18-21,Man,India,Some college/university study without earning a bachelor’s degree,Student,< 1 years,,,18
272,18-21,Woman,India,Master’s degree,Student,< 1 years,,,18
1546,35-39,Man,India,Master’s degree,Product Manager,1-3 years,$1-$99,"150,000-199,999",35
532,25-29,Man,India,Master’s degree,Software Engineer,3-5 years,$0 ($USD),"5,000-7,499",25
491,18-21,Man,China,No formal education past high school,Student,< 1 years,,,18
953,30-34,Man,Thailand,Master’s degree,Developer Relations/Advocacy,5-10 years,$0 ($USD),"2,000-2,999",30
819,30-34,Man,Japan,Master’s degree,Data Scientist,3-5 years,,"80,000-89,999",30
809,40-44,Man,India,Master’s degree,Software Engineer,10-20 years,$1-$99,"40,000-49,999",40
678,40-44,Man,Spain,Master’s degree,Other,10-20 years,"$100,000 or more ($USD)","125,000-149,999",40
608,25-29,Man,Pakistan,Bachelor’s degree,Machine Learning Engineer,3-5 years,"$1000-$9,999","7,500-9,999",25
235,18-21,Man,Bangladesh,Some college/university study without earning a bachelor’s degree,Student,< 1 years,,,18
519,25-29,Man,India,Bachelor’s degree,Software Engineer,3-5 years,$0 ($USD),"2,000-2,999",25
1094,22-24,Woman,India,Bachelor’s degree,Data Scientist,< 1 years,$0 ($USD),$0-999,22
209,22-24,Man,Thailand,Bachelor’s degree,Student,1-3 years,,,22
830,40-44,Man,India,Bachelor’s degree,Software Engineer,10-20 years,"$1000-$9,999","1,000-1,999",40
412,18-21,Man,Bangladesh,Bachelor’s degree,Data Analyst,I have never written code,$1-$99,$0-999,18
687,30-34,Man,India,Master’s degree,Software Engineer,5-10 years,$100-$999,"3,000-3,999",30
784,45-49,Man,Other,Doctoral degree,Data Analyst,5-10 years,"$1000-$9,999","5,000-7,499",45
902,35-39,Woman,Thailand,Master’s degree,Student,< 1 years,,,35
180,18-21,Man,Ukraine,Master’s degree,Student,3-5 years,,,18
1517,25-29,Man,China,Doctoral degree,Student,3-5 years,,,25
2192,18-21,Man,India,Bachelor’s degree,Student,1-3 years,,,18
834,45-49,Woman,Spain,Some college/university study without earning a bachelor’s degree,Data Analyst,1-3 years,$1-$99,"25,000-29,999",45
860,30-34,Man,Canada,Master’s degree,Machine Learning Engineer,5-10 years,$100-$999,"2,000-2,999",30
943,35-39,Man,Turkey,Doctoral degree,Research Scientist,10-20 years,$0 ($USD),"1,000-1,999",35
6462,25-29,Man,United States of America,Master’s degree,Business Analyst,1-3 years,,,25
73502,30-34,Man,Other,Master’s degree,Other,1-3 years,$0 ($USD),$0-999,30
753,50-54,Man,South Korea,Master’s degree,Program/Project Manager,20+ years,"$100,000 or more ($USD)","125,000-149,999",50
360,30-34,Man,India,I prefer not to answer,Data Scientist,1-3 years,"$10,000-$99,999","10,000-14,999",30
897,25-29,Man,Kazakhstan,Master’s degree,Software Engineer,5-10 years,$0 ($USD),"10,000-14,999",25
833,30-34,Man,Egypt,Bachelor’s degree,Data Analyst,3-5 years,"$1000-$9,999","10,000-14,999",30
1641,25-29,Man,United Kingdom of Great Britain and Northern Ireland,Master’s degree,Data Scientist,< 1 years,"$1000-$9,999","25,000-29,999",25
1691,45-49,Man,Spain,Bachelor’s degree,Student,< 1 years,,,45
3501,18-21,Man,India,Bachelor’s degree,Student,1-3 years,,,18
2766,35-39,Man,Russia,Bachelor’s degree,Research Scientist,5-10 years,,,35
615,22-24,Woman,Morocco,Bachelor’s degree,Student,1-3 years,,,22
498,30-34,Man,India,Bachelor’s degree,Machine Learning Engineer,< 1 years,$1-$99,$0-999,30
541,18-21,Woman,India,Bachelor’s degree,Student,1-3 years,,,18
659,18-21,Man,United States of America,Bachelor’s degree,Student,1-3 years,,,18
448,25-29,Man,India,Professional doctorate,Machine Learning Engineer,1-3 years,$1-$99,$0-999,25
611,25-29,Man,India,Bachelor’s degree,Data Engineer,1-3 years,$100-$999,"1,000-1,999",25
564,30-34,Man,Russia,Doctoral degree,Research Scientist,5-10 years,$0 ($USD),"40,000-49,999",30
138,22-24,Man,China,Master’s degree,Student,< 1 years,,,22
561,25-29,Man,Singapore,Master’s degree,Data Scientist,3-5 years,"$1000-$9,999","4,000-4,999",25
199,18-21,Man,Switzerland,Bachelor’s degree,Student,1-3 years,,,18
646,25-29,Man,Japan,Doctoral degree,Data Scientist,10-20 years,"$10,000-$99,999","4,000-4,999",25
886,25-29,Man,Chile,Master’s degree,Data Scientist,5-10 years,"$1000-$9,999","3,000-3,999",25
536,30-34,Man,India,Doctoral degree,Other,3-5 years,$0 ($USD),"7,500-9,999",30
388,18-21,Woman,India,Bachelor’s degree,Student,1-3 years,,,18
154,18-21,Woman,India,Some college/university study without earning a bachelor’s degree,Student,< 1 years,,,18
782,55-59,Man,Israel,Bachelor’s degree,Currently not employed,10-20 years,,,55
918,25-29,Man,Nigeria,Bachelor’s degree,Data Scientist,5-10 years,$100-$999,$0-999,25
853,18-21,Man,Mexico,Bachelor’s degree,Student,3-5 years,,,18
634,45-49,Man,Italy,Doctoral degree,Research Scientist,20+ years,"$1000-$9,999","50,000-59,999",45
683,25-29,Man,India,Master’s degree,Student,< 1 years,,,25
459289,40-44,Man,India,Bachelor’s degree,Currently not employed,< 1 years,,,40
1007,55-59,Man,Czech Republic,Master’s degree,Currently not employed,1-3 years,,,55
192,22-24,Woman,United States of America,Bachelor’s degree,Student,5-10 years,,,22
433,22-24,Man,China,Master’s degree,Student,< 1 years,,,22
1084,60-69,Woman,Other,Doctoral degree,Research Scientist,20+ years,$0 ($USD),"30,000-39,999",60
218,25-29,Man,United States of America,Bachelor’s degree,Student,1-3 years,,,25
547,22-24,Man,Kenya,Some college/university study without earning a bachelor’s degree,Other,< 1 years,$100-$999,$0-999,22
330,25-29,Woman,Denmark,Master’s degree,Business Analyst,< 1 years,"$1000-$9,999","125,000-149,999",25
1449,22-24,Man,Brazil,Bachelor’s degree,Software Engineer,5-10 years,,,22
242,22-24,Man,United States of America,Bachelor’s degree,Machine Learning Engineer,5-10 years,$0 ($USD),$0-999,22
1068,60-69,Man,United States of America,Bachelor’s degree,DBA/Database Engineer,10-20 years,$0 ($USD),"30,000-39,999",60
635,60-69,Man,Japan,Bachelor’s degree,Currently not employed,20+ years,,,60
314,25-29,Man,Bangladesh,Master’s degree,Data Scientist,< 1 years,$0 ($USD),$0-999,25
511,40-44,Woman,India,Doctoral degree,Data Scientist,10-20 years,,,40
353,18-21,Man,India,Master’s degree,Student,1-3 years,,,18
937,25-29,Man,Brazil,Bachelor’s degree,Research Scientist,1-3 years,$0 ($USD),"5,000-7,499",25
2605,18-21,Woman,Viet Nam,Some college/university study without earning a bachelor’s degree,Student,< 1 years,,,18
473,18-21,Man,China,Master’s degree,Data Scientist,3-5 years,$0 ($USD),$0-999,18
1110,50-54,Man,Portugal,Bachelor’s degree,Other,5-10 years,$0 ($USD),"10,000-14,999",50
538,18-21,Man,Russia,Bachelor’s degree,Machine Learning Engineer,1-3 years,,,18
6666,22-24,Woman,India,Master’s degree,Other,I have never written code,$0 ($USD),"3,000-3,999",22
5223,22-24,Man,Turkey,Master’s degree,Machine Learning Engineer,5-10 years,"$1000-$9,999","7,500-9,999",22
1596,50-54,Woman,Taiwan,Bachelor’s degree,Program/Project Manager,3-5 years,,,50
