Q1,Q2,Q3,Q5
50-54,Man,Portugal,Software Engineer
22-24,Man,India,Data Engineer
30-34,Man,Other,Research Scientist
25-29,Man,Ethiopia,Software Engineer
45-49,Man,South Korea,Other
22-24,Man,Germany,Student
40-44,Man,Japan,Program/Project Manager
18-21,Man,Hong Kong (S.A.R.),Student
22-24,Man,Indonesia,Currently not employed
60-69,Man,Pakistan,Research Scientist
18-21,Man,India,Student
25-29,Woman,Taiwan,Business Analyst
40-44,Man,Australia,Software Engineer
40-44,Woman,United States of America,Research Scientist
22-24,Woman,Other,Software Engineer
25-29,Man,Israel,Student
45-49,Man,India,Software Engineer
22-24,Man,India,Student
30-34,Man,Saudi Arabia,Other
22-24,Woman,Sri Lanka,Student
25-29,Man,Spain,Data Scientist
25-29,Woman,India,Data Scientist
60-69,Man,United States of America,Research Scientist
30-34,Man,Argentina,Data Analyst
22-24,Man,Pakistan,Machine Learning Engineer
22-24,Man,India,Currently not employed
35-39,Man,Belgium,Research Scientist
25-29,Woman,Pakistan,Other
30-34,Man,Indonesia,Data Engineer
18-21,Woman,India,Student
18-21,Man,India,Student
25-29,Woman,Italy,Data Engineer
22-24,Man,India,Student
35-39,Man,Japan,Other
25-29,Man,France,Data Scientist
40-44,Woman,Other,Student
35-39,Man,United States of America,Statistician
25-29,Man,United States of America,Student
40-44,Man,Malaysia,Data Scientist
18-21,Man,India,Data Analyst
30-34,Woman,Netherlands,Business Analyst
18-21,Woman,India,Student
25-29,Man,India,Student
25-29,Man,India,Other
25-29,Man,India,Student
25-29,Woman,Mexico,Student
30-34,Woman,India,Research Scientist
22-24,Prefer not to say,India,Student
18-21,Man,Indonesia,Data Scientist
22-24,Man,Italy,Student
30-34,Man,India,Business Analyst
25-29,Man,France,Software Engineer
35-39,Woman,Other,Machine Learning Engineer
45-49,Man,United Kingdom of Great Britain and Northern Ireland,Currently not employed
22-24,Man,India,Currently not employed
35-39,Prefer not to say,China,Data Scientist
22-24,Man,India,Currently not employed
18-21,Man,India,Data Scientist
40-44,Woman,Argentina,Other
30-34,Man,Morocco,Other
35-39,Man,Russia,Other
22-24,Man,Iraq,Machine Learning Engineer
40-44,Man,Netherlands,Research Scientist
45-49,Man,Other,Program/Project Manager
18-21,Man,India,Software Engineer
25-29,Man,France,Student
18-21,Man,United Kingdom of Great Britain and Northern Ireland,Currently not employed
40-44,Man,United Kingdom of Great Britain and Northern Ireland,Data Analyst
22-24,Man,Algeria,Student
55-59,Man,Germany,Other
22-24,Man,Pakistan,Data Analyst
18-21,Woman,India,Software Engineer
22-24,Man,Other,Student
50-54,Woman,Argentina,Currently not employed
18-21,Man,China,Student
18-21,Man,Ukraine,Student
18-21,Man,India,Student
25-29,Man,India,Data Scientist
35-39,Man,India,Software Engineer
25-29,Man,Singapore,Software Engineer
50-54,Woman,Mexico,Currently not employed
30-34,Woman,India,Data Analyst
40-44,Man,Malaysia,Research Scientist
35-39,Man,Japan,Other
18-21,Woman,India,Student
22-24,Man,India,Data Analyst
40-44,Man,Indonesia,Other
55-59,Man,India,Data Scientist
60-69,Man,United States of America,Other
25-29,Man,India,Data Analyst
55-59,Man,United States of America,Research Scientist
18-21,Woman,I do not wish to disclose my location,Currently not employed
18-21,Man,Other,Machine Learning Engineer
22-24,Woman,India,Data Engineer
35-39,Man,Canada,Research Scientist
40-44,Woman,Argentina,Data Scientist
18-21,Man,India,Student
40-44,Man,Other,Data Analyst
22-24,Man,China,Data Scientist
25-29,Man,Kazakhstan,Currently not employed
55-59,Woman,United States of America,Program/Project Manager
50-54,Man,Ukraine,Machine Learning Engineer
22-24,Woman,United States of America,Product Manager
40-44,Man,Brazil,Other
25-29,Man,United States of America,Other
22-24,Man,India,Software Engineer
18-21,Man,Other,Student
25-29,Man,Germany,Data Analyst
22-24,Man,Pakistan,Student
35-39,Man,Other,Program/Project Manager
30-34,Woman,Malaysia,Data Analyst
35-39,Man,Poland,Data Engineer
25-29,Man,United States of America,Data Analyst
40-44,Man,India,Other
30-34,Man,India,Software Engineer
40-44,Man,Brazil,Developer Relations/Advocacy
35-39,Man,United States of America,Data Scientist
30-34,Man,Argentina,Data Engineer
18-21,Man,India,Student
25-29,Man,Peru,Research Scientist
25-29,Man,Poland,Currently not employed
40-44,Man,Japan,Program/Project Manager
55-59,Woman,Germany,Software Engineer
22-24,Man,Japan,Student
45-49,Man,United States of America,Product Manager
25-29,Woman,India,Data Scientist
18-21,Woman,India,Student
18-21,Man,India,Student
45-49,Man,Egypt,Research Scientist
35-39,Man,Spain,Machine Learning Engineer
45-49,Man,United States of America,Other
45-49,Man,Ireland,Software Engineer
35-39,Man,United States of America,Data Analyst
30-34,Man,Indonesia,Other
35-39,Man,Other,Data Analyst
25-29,Man,Colombia,Other
22-24,Woman,Indonesia,Student
18-21,Man,India,Student
25-29,Man,Turkey,Machine Learning Engineer
18-21,Man,Other,Student
45-49,Man,Turkey,Data Scientist
30-34,Man,India,Other
25-29,Man,Pakistan,Research Scientist
40-44,Man,Germany,Data Engineer
18-21,Man,India,Student
30-34,Man,United States of America,Software Engineer
18-21,Man,India,Software Engineer
18-21,Woman,Egypt,Student
25-29,Man,India,Software Engineer
18-21,Woman,United Kingdom of Great Britain and Northern Ireland,Student
18-21,Man,United States of America,Student
55-59,Man,Viet Nam,Data Analyst
22-24,Man,Poland,Currently not employed
25-29,Man,Brazil,Student
40-44,Man,India,Data Scientist
25-29,Man,South Korea,Statistician
35-39,Man,Ethiopia,Software Engineer
50-54,Man,Netherlands,Data Analyst
25-29,Man,India,Student
25-29,Man,India,Data Scientist
30-34,Woman,Other,Machine Learning Engineer
30-34,Man,India,Data Scientist
22-24,Man,United States of America,Student
18-21,Man,India,Student
18-21,Man,India,Currently not employed
35-39,Man,Pakistan,Data Analyst
25-29,Man,Greece,Machine Learning Engineer
25-29,Man,Canada,Other
22-24,Man,Turkey,Student
22-24,Man,Egypt,Student
40-44,Man,India,Data Scientist
25-29,Man,India,Data Scientist
30-34,Woman,United States of America,Data Scientist
40-44,Man,Nigeria,Business Analyst
30-34,Man,India,Student
25-29,Prefer not to say,India,Data Scientist
30-34,Man,India,Software Engineer
22-24,Man,India,Software Engineer
45-49,Woman,South Korea,Research Scientist
30-34,Man,Russia,Student
45-49,Man,Germany,Program/Project Manager
18-21,Man,Kazakhstan,Student
18-21,Man,Viet Nam,Data Scientist
30-34,Man,South Korea,Other
45-49,Man,Spain,Software Engineer
50-54,Man,Brazil,Other
22-24,Man,India,Currently not employed
40-44,Man,United Kingdom of Great Britain and Northern Ireland,Currently not employed
25-29,Woman,India,Currently not employed
18-21,Man,Uganda,Currently not employed
25-29,Man,United States of America,Data Analyst
30-34,Man,Colombia,Data Scientist
45-49,Man,Japan,Research Scientist
18-21,Man,United States of America,Student
35-39,Man,Turkey,Student
25-29,Man,Bangladesh,Currently not employed
45-49,Man,Sweden,Data Engineer
18-21,Woman,India,Student
40-44,Man,United States of America,Data Scientist
22-24,Man,United States of America,Other
35-39,Man,Brazil,Other
35-39,Man,India,Business Analyst
35-39,Woman,"Iran, Islamic Republic of...",Machine Learning Engineer
30-34,Man,Germany,Data Scientist
30-34,Woman,United States of America,Data Analyst
18-21,Woman,India,Student
18-21,Man,Thailand,Machine Learning Engineer
22-24,Woman,India,Data Analyst
30-34,Man,India,Business Analyst
25-29,Man,Canada,Student
18-21,Woman,Russia,Student
35-39,Man,Poland,Product Manager
22-24,Man,Pakistan,Student
30-34,Man,United States of America,Data Scientist
60-69,Man,Spain,Currently not employed
30-34,Woman,Pakistan,Product Manager
35-39,Man,India,Machine Learning Engineer
25-29,Man,Germany,Student
22-24,Woman,India,Other
45-49,Man,Brazil,Software Engineer
18-21,Man,India,Student
30-34,Man,India,Data Scientist
18-21,Man,Other,Data Scientist
25-29,Woman,Mexico,Student
30-34,Man,France,Data Analyst
22-24,Man,Russia,Student
25-29,Man,India,Data Analyst
40-44,Man,France,Data Engineer
22-24,Man,Pakistan,Student
22-24,Woman,India,Student
22-24,Man,India,Student
45-49,Woman,India,Product Manager
40-44,Woman,Other,Data Scientist
25-29,Man,Mexico,Data Analyst
22-24,Man,Japan,Student
60-69,Man,Japan,Research Scientist
35-39,Man,China,Data Analyst
30-34,Man,Other,Student
30-34,Man,Canada,Data Scientist
50-54,Woman,United States of America,Currently not employed
35-39,Man,Argentina,Machine Learning Engineer
18-21,Prefer not to say,China,Data Analyst
40-44,Man,Other,Machine Learning Engineer
40-44,Man,Sweden,Currently not employed
18-21,Man,India,Student
22-24,Woman,India,Student
25-29,Man,Nigeria,Other
45-49,Man,Russia,Program/Project Manager
30-34,Man,United States of America,Business Analyst
35-39,Man,Israel,Student
18-21,Man,India,Student
22-24,Woman,India,Student
40-44,Man,Mexico,Other
25-29,Man,Japan,Research Scientist
50-54,Man,Singapore,Business Analyst
30-34,Man,Other,Currently not employed
25-29,Man,India,Other
55-59,Man,Australia,Student
25-29,Man,United States of America,Research Scientist
25-29,Woman,Taiwan,Data Analyst
25-29,Man,India,Other
25-29,Man,France,Software Engineer
30-34,Man,Viet Nam,Data Scientist
25-29,Man,India,Other
35-39,Man,Singapore,Data Analyst
18-21,Man,India,Student
25-29,Man,United Kingdom of Great Britain and Northern Ireland,Data Scientist
30-34,Man,Hong Kong (S.A.R.),Other
25-29,Man,India,Business Analyst
22-24,Man,India,Software Engineer
30-34,Man,India,Data Scientist
50-54,Man,United States of America,Currently not employed
22-24,Man,India,Currently not employed
25-29,Man,India,Data Analyst
30-34,Man,South Korea,Statistician
30-34,Man,United States of America,Student
18-21,Woman,India,Data Scientist
22-24,Man,Kenya,Student
18-21,Man,India,Data Scientist
18-21,Woman,Singapore,Student
18-21,Man,Japan,Student
55-59,Man,Israel,Research Scientist
25-29,Man,India,Currently not employed
22-24,Man,India,Student
35-39,Man,Other,Business Analyst
30-34,Man,United Kingdom of Great Britain and Northern Ireland,Data Scientist
45-49,Man,India,Program/Project Manager
22-24,Nonbinary,United States of America,Student
40-44,Man,Mexico,Research Scientist
40-44,Man,Belgium,Other
22-24,Man,Tunisia,Student
30-34,Woman,India,Research Scientist
50-54,Man,India,Data Scientist
45-49,Man,France,Currently not employed
25-29,Man,Morocco,Data Engineer
30-34,Man,Canada,Data Scientist
18-21,Woman,India,Student
40-44,Man,France,Data Engineer
25-29,Man,India,Data Scientist
22-24,Man,United States of America,Currently not employed
30-34,Woman,Tunisia,Research Scientist
30-34,Man,Bangladesh,Other
18-21,Woman,Germany,Student
70+,Man,United States of America,Other
22-24,Man,India,Student
25-29,Man,Israel,Data Scientist
60-69,Man,France,Software Engineer
18-21,Man,Other,Machine Learning Engineer
22-24,Man,Ghana,Currently not employed
18-21,Man,India,Student
22-24,Woman,Taiwan,Data Analyst
40-44,Man,India,Data Scientist
22-24,Man,India,Data Scientist
22-24,Man,India,Student
22-24,Man,India,Student
22-24,Woman,Russia,Business Analyst
22-24,Woman,Egypt,Research Scientist
30-34,Woman,Russia,Research Scientist
18-21,Woman,India,Student
25-29,Man,Pakistan,Data Scientist
25-29,Man,Ukraine,Data Scientist
25-29,Woman,Uganda,Business Analyst
25-29,Man,Other,Software Engineer
25-29,Man,India,Data Analyst
25-29,Woman,Iraq,Data Analyst
30-34,Prefer not to say,Egypt,Data Scientist
18-21,Man,Nigeria,Software Engineer
25-29,Man,India,Data Scientist
18-21,Man,India,Student
40-44,Man,South Korea,Other
45-49,Man,Turkey,Data Scientist
45-49,Man,Turkey,Machine Learning Engineer
18-21,Man,Philippines,Student
25-29,Man,Japan,Software Engineer
25-29,Man,United States of America,Data Scientist
22-24,Man,India,Student
18-21,Man,India,Student
22-24,Woman,India,Student
25-29,Man,United States of America,Student
45-49,Man,Japan,Data Scientist
40-44,Man,United States of America,Other
30-34,Man,Other,Data Scientist
22-24,Man,India,Currently not employed
22-24,Man,India,Student
60-69,Man,United States of America,Developer Relations/Advocacy
22-24,Man,India,Software Engineer
50-54,Man,Brazil,Research Scientist
70+,Man,United States of America,Data Scientist
40-44,Woman,Other,Currently not employed
22-24,Man,Spain,Data Scientist
18-21,Man,India,Currently not employed
30-34,Man,South Korea,Student
45-49,Man,Japan,Student
30-34,Man,Israel,Data Scientist
45-49,Man,Taiwan,Data Analyst
35-39,Man,Russia,Research Scientist
25-29,Man,Sweden,Data Scientist
40-44,Man,Morocco,Research Scientist
25-29,Woman,United States of America,Data Scientist
30-34,Man,Germany,Data Scientist
30-34,Man,India,Program/Project Manager
70+,Man,United States of America,Data Scientist
35-39,Man,United States of America,Other
35-39,Woman,Norway,Student
40-44,Man,Malaysia,Data Engineer
30-34,Man,Turkey,Data Analyst
60-69,Man,Denmark,Other
40-44,Man,India,Software Engineer
18-21,Man,India,Student
22-24,Man,Egypt,Software Engineer
18-21,Woman,Ukraine,Student
45-49,Man,Russia,Program/Project Manager
70+,Man,China,Research Scientist
18-21,Woman,India,Other
22-24,Man,Czech Republic,Student
22-24,Man,Kenya,Statistician
60-69,Man,South Korea,Program/Project Manager
30-34,Woman,Other,Data Analyst
30-34,Man,United States of America,Data Analyst
18-21,Woman,Indonesia,Data Analyst
40-44,Man,Other,Product Manager
22-24,Man,Brazil,Student
30-34,Man,Netherlands,Software Engineer
25-29,Man,Spain,Other
22-24,Man,Indonesia,Data Scientist
30-34,Man,Portugal,Research Scientist
25-29,Man,South Korea,Student
30-34,Man,India,Data Scientist
25-29,Man,South Korea,Student
22-24,Man,India,Student
22-24,Man,Sweden,Data Scientist
18-21,Man,India,Student
40-44,Woman,Singapore,Other
18-21,Woman,India,Student
25-29,Man,United States of America,Student
22-24,Man,Colombia,Software Engineer
25-29,Woman,Sri Lanka,Student
18-21,Man,India,Student
35-39,Woman,United States of America,Data Scientist
22-24,Man,Pakistan,Data Scientist
25-29,Man,Japan,Student
22-24,Man,India,Data Engineer
40-44,Man,Austria,Research Scientist
22-24,Man,India,Student
25-29,Woman,Indonesia,Data Analyst
30-34,Woman,United States of America,Currently not employed
40-44,Man,Other,Data Scientist
22-24,Man,India,Currently not employed
35-39,Man,Brazil,Software Engineer
25-29,Man,Viet Nam,Other
40-44,Man,United Kingdom of Great Britain and Northern Ireland,Student
22-24,Man,India,Student
22-24,Woman,Singapore,Student
40-44,Man,United States of America,Data Scientist
30-34,Man,Mexico,Data Scientist
18-21,Man,India,Student
18-21,Man,Japan,Student
25-29,Man,Italy,Machine Learning Engineer
30-34,Man,Nigeria,Machine Learning Engineer
18-21,Man,India,Student
22-24,Man,Brazil,Student
25-29,Man,Indonesia,Student
18-21,Man,Viet Nam,Business Analyst
18-21,Man,"Iran, Islamic Republic of...",Student
35-39,Man,India,Software Engineer
40-44,Man,United States of America,Research Scientist
18-21,Man,India,Student
35-39,Man,United Kingdom of Great Britain and Northern Ireland,Data Scientist
22-24,Man,Japan,Student
22-24,Man,Brazil,Data Scientist
25-29,Man,India,Currently not employed
30-34,Man,Japan,Software Engineer
22-24,Man,Ukraine,Student
22-24,Woman,Sri Lanka,Student
22-24,Man,United Kingdom of Great Britain and Northern Ireland,Data Analyst
40-44,Man,Canada,Software Engineer
50-54,Man,Japan,Data Engineer
40-44,Woman,Brazil,Data Scientist
18-21,Man,Viet Nam,Student
35-39,Man,India,Data Engineer
25-29,Man,South Africa,Other
18-21,Man,Egypt,Data Analyst
22-24,Man,China,Student
30-34,Man,Portugal,Student
18-21,Man,India,Student
30-34,Man,India,Data Scientist
25-29,Woman,Ecuador,Currently not employed
25-29,Woman,United States of America,Student
25-29,Man,Viet Nam,Machine Learning Engineer
35-39,Man,Japan,Currently not employed
22-24,Woman,Nepal,Currently not employed
25-29,Man,Taiwan,Software Engineer
25-29,Man,South Korea,Student
45-49,Man,India,Machine Learning Engineer
35-39,Woman,Other,Business Analyst
30-34,Man,Brazil,Data Scientist
40-44,Woman,United States of America,Data Scientist
30-34,Man,United States of America,Research Scientist
22-24,Man,India,Student
25-29,Man,Other,Other
40-44,Man,Ukraine,Software Engineer
25-29,Woman,India,Currently not employed
18-21,Woman,India,Software Engineer
18-21,Woman,India,Student
25-29,Woman,Pakistan,Software Engineer
18-21,Woman,India,Product Manager
30-34,Man,France,Research Scientist
30-34,Man,Russia,Research Scientist
30-34,Man,Singapore,Other
30-34,Man,Pakistan,Machine Learning Engineer
50-54,Man,United States of America,Data Scientist
25-29,Man,India,Currently not employed
40-44,Man,China,Business Analyst
22-24,Man,Peru,Data Scientist
18-21,Man,Turkey,Data Scientist
18-21,Man,India,Software Engineer
40-44,Woman,India,Other
22-24,Man,India,Data Scientist
30-34,Man,Other,Software Engineer
35-39,Woman,Russia,Research Scientist
25-29,Woman,Egypt,Business Analyst
60-69,Man,Germany,Currently not employed
22-24,Man,Turkey,Data Scientist
25-29,Man,Brazil,Data Scientist
50-54,Woman,Spain,Research Scientist
25-29,Woman,Netherlands,Student
25-29,Man,Israel,Student
22-24,Woman,Other,Data Scientist
22-24,Man,China,Student
45-49,Man,Japan,Research Scientist
35-39,Man,United Kingdom of Great Britain and Northern Ireland,Student
25-29,Woman,France,Currently not employed
22-24,Man,India,Machine Learning Engineer
