,Response Time,Age,Gender,Country,Education,Job Title,Experience,Investment,Compensation,Salary
23407,792,30-34,Man,United Kingdom of Great Britain and Northern Ireland,Master’s degree,Other,5-10 years,$0 ($USD),"40,000-49,999",45000.0
23408,2351,25-29,Woman,China,Master’s degree,Student,1-3 years,,,
23409,529,35-39,Man,United Kingdom of Great Britain and Northern Ireland,Doctoral degree,Data Scientist,5-10 years,"$10,000-$99,999","100,000-124,999",120000.0
23410,1090,50-54,Man,Australia,Doctoral degree,Other,20+ years,"$1000-$9,999","125,000-149,999",132000.0
23411,809,35-39,Woman,Egypt,Bachelor’s degree,Currently not employed,< 1 years,,,
23412,1165,40-44,Woman,Spain,Master’s degree,Data Scientist,5-10 years,"$10,000-$99,999","30,000-39,999",35000.0
23413,545,18-21,Man,Indonesia,Some college/university study without earning a bachelor’s degree,Student,< 1 years,,,
23414,392,18-21,Man,Other,Some college/university study without earning a bachelor’s degree,Student,< 1 years,,,
23415,294,18-21,Man,United States of America,Some college/university study without earning a bachelor’s degree,Currently not employed,5-10 years,,,
23416,757,55-59,Man,France,Bachelor’s degree,DBA/Database Engineer,10-20 years,$100-$999,"50,000-59,999",55000.0
23417,312,25-29,Man,Greece,Bachelor’s degree,Machine Learning Engineer,1-3 years,,,
23418,6798,30-34,Man,Pakistan,Master’s degree,Research Scientist,10-20 years,,,
23419,693,25-29,Man,Germany,Master’s degree,Student,3-5 years,,,
23420,1033,70+,Man,Canada,Master’s degree,Other,20+ years,$0 ($USD),$0-999,500.0
23421,286,30-34,Woman,India,Bachelor’s degree,Currently not employed,1-3 years,,,
23422,482,30-34,Man,Brazil,Bachelor’s degree,Data Analyst,3-5 years,$100-$999,"10,000-14,999",12000.0
23423,1871,30-34,Man,Other,Bachelor’s degree,Business Analyst,< 1 years,"$1000-$9,999","1,000-1,999",1500.0
23424,782,30-34,Man,Ethiopia,Master’s degree,Data Scientist,3-5 years,"$100,000 or more ($USD)","4,000-4,999",4500.0
23425,609,25-29,Man,Japan,No formal education past high school,Program/Project Manager,1-3 years,$1-$99,"2,000-2,999",25000.0
23426,333,30-34,Man,Japan,Doctoral degree,Research Scientist,1-3 years,$100-$999,"5,000-7,499",65000.0
23427,657,22-24,Man,India,Master’s degree,Other,< 1 years,$100-$999,$0-999,500.0
23428,801,35-39,Man,Bangladesh,Master’s degree,Software Engineer,5-10 years,$0 ($USD),"5,000-7,499",65000.0
23429,552,25-29,Woman,India,Master’s degree,Software Engineer,3-5 years,$1-$99,"5,000-7,499",65000.0
23430,2219,22-24,Man,Other,Bachelor’s degree,Software Engineer,< 1 years,$0 ($USD),$0-999,500.0
23431,1604,40-44,Man,Singapore,Bachelor’s degree,Software Engineer,20+ years,"$10,000-$99,999","50,000-59,999",55000.0
23432,99662,30-34,Man,Russia,Bachelor’s degree,Statistician,< 1 years,$0 ($USD),"1,000-1,999",1500.0
23433,904,55-59,Man,Brazil,Bachelor’s degree,Data Scientist,20+ years,"$1000-$9,999","7,500-9,999",8500.0
23434,638,18-21,Man,United States of America,Bachelor’s degree,Student,5-10 years,,,
23435,268,22-24,Woman,Nigeria,Bachelor’s degree,Data Scientist,< 1 years,,,
23436,521,18-21,Man,India,Bachelor’s degree,Student,1-3 years,,,
23437,2304,35-39,Woman,India,Doctoral degree,Student,5-10 years,,,
23438,479,35-39,Man,Philippines,Master’s degree,Currently not employed,< 1 years,,,
23439,1251,18-21,Woman,Kenya,Bachelor’s degree,Student,< 1 years,,,
23440,868,35-39,Woman,Argentina,Doctoral degree,Research Scientist,< 1 years,$0 ($USD),"7,500-9,999",8500.0
23441,763,30-34,Man,Chile,Doctoral degree,Data Scientist,5-10 years,"$1000-$9,999","20,000-24,999",23000.0
23442,489,22-24,Man,Poland,Some college/university study without earning a bachelor’s degree,Data Scientist,1-3 years,"$1000-$9,999","15,000-19,999",17000.0
23443,323,18-21,Man,India,Bachelor’s degree,Student,1-3 years,,,
23444,256,18-21,Man,India,Some college/university study without earning a bachelor’s degree,Student,< 1 years,,,
23445,522,25-29,Man,Hong Kong (S.A.R.),Master’s degree,Research Scientist,3-5 years,$100-$999,"2,000-2,999",25000.0
23446,1065,40-44,Man,India,Professional doctorate,Program/Project Manager,10-20 years,$100-$999,"20,000-24,999",23000.0
23447,143,60-69,Man,United States of America,Master’s degree,Data Scientist,20+ years,,,
23448,485,40-44,Man,Indonesia,Master’s degree,Data Scientist,3-5 years,,,
23449,1238,35-39,Man,Brazil,Bachelor’s degree,Data Analyst,10-20 years,$0 ($USD),"15,000-19,999",17000.0
23450,255,22-24,Man,Pakistan,Master’s degree,Statistician,< 1 years,$0 ($USD),$0-999,500.0
23451,435,35-39,Man,India,Bachelor’s degree,Program/Project Manager,1-3 years,$0 ($USD),"40,000-49,999",45000.0
23452,1434,30-34,Woman,India,Doctoral degree,Other,< 1 years,$0 ($USD),$0-999,500.0
23453,710,35-39,Man,United States of America,Doctoral degree,Research Scientist,10-20 years,$1-$99,"50,000-59,999",55000.0
23454,892,22-24,Man,Nepal,Bachelor’s degree,Student,1-3 years,,,
23455,418,18-21,Man,Pakistan,No formal education past high school,Student,1-3 years,,,
23456,542,30-34,Man,France,Master’s degree,Machine Learning Engineer,5-10 years,"$10,000-$99,999","50,000-59,999",55000.0
23457,260,18-21,Man,Nigeria,Some college/university study without earning a bachelor’s degree,Data Analyst,< 1 years,,,
23458,583,22-24,Man,India,Bachelor’s degree,Data Scientist,I have never written code,"$100,000 or more ($USD)","4,000-4,999",4500.0
23459,393,25-29,Woman,Indonesia,Bachelor’s degree,Business Analyst,< 1 years,"$1000-$9,999","5,000-7,499",65000.0
23460,1207,18-21,Man,Other,Master’s degree,Student,1-3 years,,,
23461,198,25-29,Man,Other,Some college/university study without earning a bachelor’s degree,Data Scientist,I have never written code,$0 ($USD),$0-999,500.0
23462,588,35-39,Man,Japan,I prefer not to answer,Machine Learning Engineer,1-3 years,$100-$999,$0-999,500.0
23463,468,18-21,Man,India,Bachelor’s degree,Student,1-3 years,,,
23464,786,25-29,Man,Germany,Master’s degree,Machine Learning Engineer,5-10 years,$100-$999,"80,000-89,999",85000.0
23465,556,45-49,Man,India,Some college/university study without earning a bachelor’s degree,Statistician,1-3 years,$0 ($USD),"10,000-14,999",12000.0
23466,740,18-21,Woman,Kenya,Bachelor’s degree,Data Scientist,1-3 years,$1-$99,$0-999,500.0
23467,190,18-21,Man,Viet Nam,I prefer not to answer,Currently not employed,< 1 years,,,
23468,8763,18-21,Man,Russia,Bachelor’s degree,Student,< 1 years,,,
23469,656,30-34,Man,Italy,Doctoral degree,Research Scientist,3-5 years,$0 ($USD),"30,000-39,999",35000.0
23470,151,18-21,Man,India,Bachelor’s degree,Student,1-3 years,,,
23471,697,25-29,Man,India,Bachelor’s degree,Machine Learning Engineer,1-3 years,$100-$999,"10,000-14,999",12000.0
23472,6354,40-44,Man,Japan,Bachelor’s degree,Software Engineer,5-10 years,$100-$999,"7,500-9,999",8500.0
23473,267,22-24,Man,United States of America,Master’s degree,Business Analyst,< 1 years,,,
23474,566,22-24,Man,United States of America,Master’s degree,Data Scientist,3-5 years,"$1000-$9,999","40,000-49,999",45000.0
23475,509,22-24,Woman,India,Bachelor’s degree,Software Engineer,1-3 years,$0 ($USD),$0-999,500.0
23476,1419,35-39,Man,India,Master’s degree,Product Manager,10-20 years,"$1000-$9,999","40,000-49,999",45000.0
23477,337,40-44,Man,Malaysia,I prefer not to answer,Currently not employed,10-20 years,,,
23478,163,30-34,Man,Singapore,Bachelor’s degree,Currently not employed,< 1 years,,,
23479,477,45-49,Man,Poland,Master’s degree,Program/Project Manager,5-10 years,$100-$999,"30,000-39,999",35000.0
23480,338,25-29,Man,Brazil,Some college/university study without earning a bachelor’s degree,Data Scientist,3-5 years,,,
23481,673,22-24,Man,India,Master’s degree,Student,3-5 years,,,
23482,3538,22-24,Man,Turkey,Some college/university study without earning a bachelor’s degree,Machine Learning Engineer,1-3 years,"$10,000-$99,999","10,000-14,999",12000.0
23483,599,18-21,Man,India,Bachelor’s degree,Machine Learning Engineer,5-10 years,,,
23484,554,22-24,Woman,Tunisia,Master’s degree,Machine Learning Engineer,I have never written code,$0 ($USD),$0-999,500.0
23485,366,25-29,Man,India,Master’s degree,Software Engineer,1-3 years,"$1000-$9,999","10,000-14,999",12000.0
23486,815,25-29,Man,Italy,Doctoral degree,Research Scientist,10-20 years,"$10,000-$99,999",$0-999,500.0
23487,83440,22-24,Woman,China,Bachelor’s degree,Data Engineer,1-3 years,$0 ($USD),"10,000-14,999",12000.0
23488,704,30-34,Woman,India,Master’s degree,Other,< 1 years,$0 ($USD),"5,000-7,499",65000.0
23489,1367,30-34,Man,Poland,Doctoral degree,Research Scientist,1-3 years,$0 ($USD),"15,000-19,999",17000.0
23490,922,40-44,Man,United States of America,Doctoral degree,Data Scientist,20+ years,"$100,000 or more ($USD)","300,000-499,999",500000.0
23491,547,22-24,Man,Indonesia,Bachelor’s degree,Program/Project Manager,1-3 years,$1-$99,$0-999,500.0
23492,969,50-54,Man,Brazil,I prefer not to answer,Business Analyst,10-20 years,"$1000-$9,999","15,000-19,999",17000.0
23493,2116,30-34,Man,Brazil,Bachelor’s degree,Student,< 1 years,,,
23494,407,25-29,Man,India,Master’s degree,Currently not employed,1-3 years,,,
23495,258,18-21,Woman,India,Bachelor’s degree,Data Engineer,< 1 years,,,
23496,995,18-21,Woman,India,Bachelor’s degree,Student,1-3 years,,,
23497,498,18-21,Woman,India,Bachelor’s degree,Student,3-5 years,,,
23498,1555,60-69,Man,United States of America,Bachelor’s degree,Machine Learning Engineer,20+ years,"$1000-$9,999","100,000-124,999",120000.0
23499,594,30-34,Man,India,Bachelor’s degree,Machine Learning Engineer,3-5 years,$0 ($USD),"7,500-9,999",8500.0
23500,3862,30-34,Man,Mexico,Bachelor’s degree,Data Analyst,5-10 years,"$1000-$9,999","30,000-39,999",35000.0
23501,499,22-24,Woman,Other,Master’s degree,Data Analyst,< 1 years,$1-$99,$0-999,500.0
23502,1391,45-49,Man,Taiwan,Master’s degree,Software Engineer,5-10 years,$1-$99,"10,000-14,999",12000.0
23503,104700,25-29,Man,Germany,Master’s degree,Business Analyst,1-3 years,,,
23504,557,18-21,Man,Viet Nam,Bachelor’s degree,Student,5-10 years,,,
23505,653,30-34,Man,Other,Bachelor’s degree,Data Analyst,1-3 years,$0 ($USD),$0-999,500.0
23506,333,18-21,Man,India,Some college/university study without earning a bachelor’s degree,Student,1-3 years,,,
23507,679,25-29,Man,Brazil,Master’s degree,Data Scientist,5-10 years,"$10,000-$99,999","15,000-19,999",17000.0
23508,166,18-21,Man,India,Bachelor’s degree,Student,5-10 years,,,
23509,361,22-24,Woman,India,Master’s degree,Student,1-3 years,,,
23510,466,18-21,Man,Japan,Bachelor’s degree,Student,1-3 years,,,
23511,562,22-24,Man,India,Bachelor’s degree,Data Scientist,1-3 years,,$0-999,500.0
23512,1741,50-54,Man,Other,Doctoral degree,Research Scientist,20+ years,$0 ($USD),"7,500-9,999",8500.0
23513,642,25-29,Man,India,Master’s degree,Machine Learning Engineer,5-10 years,"$100,000 or more ($USD)","40,000-49,999",45000.0
23514,1282,55-59,Man,United States of America,Master’s degree,Program/Project Manager,20+ years,$0 ($USD),$0-999,500.0
23515,1402,30-34,Man,Nigeria,Bachelor’s degree,Other,1-3 years,"$1000-$9,999","3,000-3,999",3500.0
23516,91756,30-34,Man,Brazil,Master’s degree,Business Analyst,3-5 years,$0 ($USD),"25,000-29,999",27000.0
23517,2609,18-21,Man,India,Bachelor’s degree,Data Scientist,1-3 years,$0 ($USD),$0-999,500.0
23518,2354,35-39,Woman,Australia,Doctoral degree,Research Scientist,10-20 years,,,
23519,718,60-69,Woman,Philippines,Bachelor’s degree,Other,I have never written code,$0 ($USD),$0-999,500.0
23520,221,18-21,Woman,India,Bachelor’s degree,Student,3-5 years,,,
23521,909,40-44,Man,United States of America,Bachelor’s degree,Software Engineer,10-20 years,$0 ($USD),"100,000-124,999",120000.0
23522,475,18-21,Man,India,Master’s degree,Student,< 1 years,,,
23523,1198,35-39,Man,Ukraine,Master’s degree,Currently not employed,3-5 years,,,
23524,532,18-21,Woman,Thailand,Master’s degree,Data Analyst,1-3 years,$1-$99,$0-999,500.0
23525,4126,30-34,Man,United States of America,Master’s degree,Data Scientist,10-20 years,"$100,000 or more ($USD)","80,000-89,999",85000.0
23526,626,25-29,Man,India,Bachelor’s degree,Software Engineer,< 1 years,$0 ($USD),"5,000-7,499",65000.0
23527,608,25-29,Man,Turkey,No formal education past high school,Student,< 1 years,,,
23528,1179,18-21,Woman,India,Some college/university study without earning a bachelor’s degree,Student,< 1 years,,,
23529,446,45-49,Man,France,Master’s degree,Data Scientist,10-20 years,$100-$999,"60,000-69,999",65000.0
23530,615,18-21,Man,Spain,Bachelor’s degree,Student,3-5 years,,,
23531,753,25-29,Man,Nigeria,Bachelor’s degree,Currently not employed,< 1 years,,,
23532,1290,30-34,Man,Colombia,Master’s degree,Data Scientist,5-10 years,$0 ($USD),"5,000-7,499",65000.0
23533,539,35-39,Man,Canada,Bachelor’s degree,Data Scientist,5-10 years,"$1000-$9,999","100,000-124,999",120000.0
23534,1332,25-29,Woman,India,Master’s degree,Machine Learning Engineer,1-3 years,,,
23535,1317,55-59,Man,Brazil,Some college/university study without earning a bachelor’s degree,Other,10-20 years,$0 ($USD),"30,000-39,999",35000.0
23536,418,18-21,Man,Kenya,Bachelor’s degree,Student,< 1 years,,,
23537,399,22-24,Man,India,Master’s degree,Student,< 1 years,,,
23538,236,35-39,Man,Egypt,Master’s degree,Program/Project Manager,10-20 years,,,
23539,49490,60-69,Man,India,Master’s degree,Data Engineer,20+ years,"$1000-$9,999","150,000-199,999",175000.0
23540,548,30-34,Man,Brazil,Doctoral degree,Software Engineer,5-10 years,$0 ($USD),"20,000-24,999",23000.0
23541,178,18-21,Man,United States of America,Bachelor’s degree,Student,1-3 years,,,
23542,764,45-49,Man,India,Master’s degree,Product Manager,10-20 years,"$1000-$9,999","40,000-49,999",45000.0
23543,405,18-21,Man,Indonesia,Bachelor’s degree,Student,1-3 years,,,
23544,592,18-21,Man,Hong Kong (S.A.R.),Bachelor’s degree,Student,< 1 years,,,
23545,489,45-49,Man,United States of America,Bachelor’s degree,Data Engineer,5-10 years,"$10,000-$99,999","90,000-99,999",95000.0
23546,1007,25-29,Man,Egypt,Master’s degree,Other,< 1 years,$0 ($USD),"1,000-1,999",1500.0
23547,1152,25-29,Man,Nigeria,Bachelor’s degree,Student,1-3 years,,,
23548,536,22-24,Man,Russia,Bachelor’s degree,Student,1-3 years,,,
23549,888,25-29,Man,Argentina,Bachelor’s degree,Data Scientist,3-5 years,$0 ($USD),"5,000-7,499",65000.0
23550,2641,25-29,Woman,Other,Bachelor’s degree,Data Scientist,1-3 years,"$10,000-$99,999","10,000-14,999",12000.0
23551,1325,18-21,Man,India,Bachelor’s degree,Student,1-3 years,,,
23552,643,30-34,Woman,United States of America,Some college/university study without earning a bachelor’s degree,Other,I have never written code,$0 ($USD),"30,000-39,999",35000.0
23553,942,45-49,Man,Malaysia,Doctoral degree,Research Scientist,1-3 years,$0 ($USD),"20,000-24,999",23000.0
23554,493,22-24,Man,United States of America,Master’s degree,Data Scientist,5-10 years,"$100,000 or more ($USD)","90,000-99,999",95000.0
23555,395241,22-24,Man,Uganda,Bachelor’s degree,Currently not employed,< 1 years,,,
23556,790,25-29,Man,United States of America,Master’s degree,Data Scientist,3-5 years,$0 ($USD),"30,000-39,999",35000.0
23557,787,18-21,Woman,India,Bachelor’s degree,Student,1-3 years,,,
23558,885,18-21,Man,China,Bachelor’s degree,Student,1-3 years,,,
23559,545,25-29,Man,United Kingdom of Great Britain and Northern Ireland,Master’s degree,Other,5-10 years,"$10,000-$99,999","50,000-59,999",55000.0
23560,149207,45-49,Man,India,Master’s degree,Data Engineer,10-20 years,"$1000-$9,999","100,000-124,999",120000.0
23561,1086,25-29,Man,Other,Bachelor’s degree,Other,< 1 years,$0 ($USD),"7,500-9,999",8500.0
23562,687,30-34,Man,Japan,Master’s degree,Data Scientist,3-5 years,$0 ($USD),"100,000-124,999",120000.0
23563,625,55-59,Man,Japan,Some college/university study without earning a bachelor’s degree,Data Analyst,< 1 years,$0 ($USD),$0-999,500.0
23564,622,45-49,Man,Italy,No formal education past high school,Business Analyst,3-5 years,$0 ($USD),"20,000-24,999",23000.0
23565,340,25-29,Woman,Taiwan,Master’s degree,Data Analyst,1-3 years,,,
23566,1455,40-44,Man,India,Bachelor’s degree,Student,< 1 years,,,
23567,1149,22-24,Man,Mexico,Some college/university study without earning a bachelor’s degree,Student,3-5 years,,,
23568,626,22-24,Man,India,Bachelor’s degree,Software Engineer,3-5 years,$0 ($USD),"15,000-19,999",17000.0
23569,606,18-21,Woman,Indonesia,Bachelor’s degree,Student,1-3 years,,,
23570,682,45-49,Man,Canada,Bachelor’s degree,Data Scientist,10-20 years,$0 ($USD),"100,000-124,999",120000.0
23571,89747,25-29,Man,India,Bachelor’s degree,Data Scientist,5-10 years,,,
23572,9793,30-34,Man,India,Bachelor’s degree,Data Analyst,10-20 years,"$100,000 or more ($USD)","10,000-14,999",12000.0
23573,1153,18-21,Man,India,Bachelor’s degree,Data Scientist,1-3 years,$0 ($USD),$0-999,500.0
23574,1278,40-44,Man,Pakistan,Master’s degree,Developer Relations/Advocacy,5-10 years,$0 ($USD),"5,000-7,499",65000.0
23575,381,35-39,Man,United States of America,Bachelor’s degree,Currently not employed,< 1 years,,,
23576,1738,45-49,Man,Germany,Doctoral degree,Data Scientist,20+ years,"$10,000-$99,999","90,000-99,999",95000.0
23577,273,18-21,Woman,India,Bachelor’s degree,Student,< 1 years,,,
23578,530,22-24,Man,United States of America,Master’s degree,Data Scientist,3-5 years,$0 ($USD),"70,000-79,999",75000.0
23579,1343,18-21,Man,Pakistan,Bachelor’s degree,Student,1-3 years,,,
23580,1825,22-24,Man,India,Master’s degree,Student,1-3 years,,,
23581,1134,18-21,Man,India,Bachelor’s degree,Data Analyst,1-3 years,"$1000-$9,999","5,000-7,499",65000.0
23582,332,18-21,Woman,India,Bachelor’s degree,Student,3-5 years,,,
23583,1247,18-21,Man,India,Master’s degree,Student,1-3 years,,,
23584,520,22-24,Man,India,Bachelor’s degree,Student,1-3 years,,,
23585,579,22-24,Man,Pakistan,Master’s degree,Data Scientist,3-5 years,$0 ($USD),$0-999,500.0
23586,256,18-21,Man,India,Bachelor’s degree,Student,1-3 years,,,
23587,839,18-21,Man,Australia,Some college/university study without earning a bachelor’s degree,Student,1-3 years,,,
23588,446,22-24,Man,Ireland,Bachelor’s degree,Student,3-5 years,,,
23589,66654,50-54,Man,Chile,Master’s degree,Other,1-3 years,$0 ($USD),$0-999,500.0
23590,1075,25-29,Man,India,Bachelor’s degree,Software Engineer,1-3 years,"$1000-$9,999","5,000-7,499",65000.0
