Response Time,Age,Gender,Country,Education,Job Title,Experience,Investment,Compensation
543,25-29,Man,Iraq,Doctoral degree,Data Analyst,1-3 years,$0 ($USD),$0-999
1022,30-34,Man,Japan,Bachelor’s degree,Software Engineer,1-3 years,$100-$999,"60,000-69,999"
548,55-59,Man,India,Bachelor’s degree,Business Analyst,3-5 years,$1-$99,"30,000-39,999"
886,45-49,Man,Peru,Master’s degree,Program/Project Manager,3-5 years,$100-$999,"20,000-24,999"
6408,18-21,Man,China,Some college/university study without earning a bachelor’s degree,Student,< 1 years,,
927,60-69,Man,Japan,I prefer not to answer,Program/Project Manager,< 1 years,$0 ($USD),$0-999
5493,30-34,Man,India,Master’s degree,Other,10-20 years,$0 ($USD),"7,500-9,999"
312,18-21,Man,India,Bachelor’s degree,Student,3-5 years,,
725,22-24,Man,Pakistan,Master’s degree,Student,1-3 years,,
380,30-34,Man,Brazil,Doctoral degree,Data Scientist,10-20 years,$100-$999,$0-999
761,30-34,Man,Other,Master’s degree,Other,I have never written code,$0 ($USD),"2,000-2,999"
834,25-29,Man,India,Bachelor’s degree,Currently not employed,1-3 years,,
694,45-49,Woman,Czech Republic,Doctoral degree,Research Scientist,10-20 years,"$1000-$9,999","20,000-24,999"
919,40-44,Man,Argentina,Doctoral degree,Research Scientist,10-20 years,"$1000-$9,999","7,500-9,999"
254,25-29,Woman,South Korea,Bachelor’s degree,Data Analyst,< 1 years,"$100,000 or more ($USD)","7,500-9,999"
369,18-21,Man,Japan,Bachelor’s degree,Student,1-3 years,,
705,18-21,Woman,Saudi Arabia,Bachelor’s degree,Machine Learning Engineer,1-3 years,$1-$99,$0-999
479,40-44,Man,Japan,I prefer not to answer,Product Manager,I have never written code,$0 ($USD),"70,000-79,999"
1043,35-39,Man,Taiwan,Professional doctorate,Research Scientist,5-10 years,"$10,000-$99,999","15,000-19,999"
582,22-24,Man,India,Master’s degree,Currently not employed,< 1 years,,
335,35-39,Man,Taiwan,Doctoral degree,Student,1-3 years,,
687,55-59,Man,Germany,Doctoral degree,Data Scientist,20+ years,"$10,000-$99,999","125,000-149,999"
675,45-49,Man,India,Doctoral degree,Other,1-3 years,$0 ($USD),"10,000-14,999"
629,35-39,Man,Pakistan,Master’s degree,Student,< 1 years,,
743,30-34,Man,Thailand,Bachelor’s degree,Software Engineer,10-20 years,$0 ($USD),"10,000-14,999"
439,22-24,Woman,Switzerland,Some college/university study without earning a bachelor’s degree,Student,1-3 years,,
1557,40-44,Man,India,Bachelor’s degree,Other,1-3 years,$100-$999,"90,000-99,999"
340,18-21,Man,China,Master’s degree,Student,1-3 years,,
655,40-44,Man,Germany,Doctoral degree,Machine Learning Engineer,10-20 years,"$1000-$9,999","80,000-89,999"
953,30-34,Man,Bangladesh,Master’s degree,Business Analyst,5-10 years,$100-$999,"20,000-24,999"
323,25-29,Man,India,Bachelor’s degree,Business Analyst,I have never written code,$100-$999,"80,000-89,999"
1617,25-29,Man,China,Master’s degree,Data Analyst,3-5 years,"$1000-$9,999","20,000-24,999"
644,50-54,Man,Japan,Doctoral degree,Research Scientist,1-3 years,"$1000-$9,999","7,500-9,999"
523,18-21,Man,India,Bachelor’s degree,Student,< 1 years,,
1936,25-29,Man,Kenya,Bachelor’s degree,Business Analyst,5-10 years,$100-$999,"15,000-19,999"
789,22-24,Woman,Ghana,Some college/university study without earning a bachelor’s degree,Student,< 1 years,,
444,22-24,Man,India,Bachelor’s degree,Student,1-3 years,,
274,30-34,Man,Spain,I prefer not to answer,Software Engineer,3-5 years,,
272,25-29,Man,"Iran, Islamic Republic of...",Master’s degree,Machine Learning Engineer,3-5 years,,
281,22-24,Man,Viet Nam,Bachelor’s degree,Business Analyst,< 1 years,,
3283,45-49,Woman,India,Doctoral degree,Other,1-3 years,"$1000-$9,999",$0-999
586,22-24,Man,Viet Nam,Bachelor’s degree,Research Scientist,5-10 years,"$10,000-$99,999",$0-999
893,22-24,Man,Taiwan,Master’s degree,Software Engineer,3-5 years,$0 ($USD),"1,000-1,999"
446,30-34,Man,India,Doctoral degree,Machine Learning Engineer,5-10 years,"$100,000 or more ($USD)","60,000-69,999"
337,30-34,Man,Nigeria,Master’s degree,Data Scientist,< 1 years,,$0-999
202,18-21,Man,Other,No formal education past high school,Data Scientist,3-5 years,$1-$99,$0-999
259,18-21,Man,Indonesia,Bachelor’s degree,Data Analyst,I have never written code,$100-$999,"5,000-7,499"
454,25-29,Man,Russia,Master’s degree,Data Analyst,5-10 years,$1-$99,"30,000-39,999"
1114,35-39,Man,Thailand,Doctoral degree,Machine Learning Engineer,3-5 years,$0 ($USD),$0-999
546,30-34,Woman,India,Professional doctorate,Other,5-10 years,$1-$99,"1,000-1,999"
802,45-49,Man,Colombia,Bachelor’s degree,Program/Project Manager,3-5 years,$100-$999,"1,000-1,999"
819,18-21,Man,Denmark,Bachelor’s degree,Data Engineer,1-3 years,$100-$999,"10,000-14,999"
806,18-21,Man,India,Bachelor’s degree,Student,1-3 years,,
739,55-59,Man,Brazil,Doctoral degree,Research Scientist,20+ years,"$10,000-$99,999","5,000-7,499"
199,25-29,Man,Poland,Master’s degree,Data Scientist,3-5 years,,
673,18-21,Man,India,No formal education past high school,Software Engineer,< 1 years,,
610,30-34,Man,Japan,Master’s degree,Data Scientist,< 1 years,"$1000-$9,999","60,000-69,999"
916,22-24,Woman,Morocco,Master’s degree,Research Scientist,3-5 years,$1-$99,$0-999
927,50-54,Man,Colombia,Master’s degree,Data Engineer,10-20 years,$100-$999,"2,000-2,999"
578,18-21,Man,India,Bachelor’s degree,Student,< 1 years,,
620,35-39,Man,Thailand,Master’s degree,Program/Project Manager,5-10 years,$100-$999,"100,000-124,999"
664,25-29,Man,Sri Lanka,Master’s degree,Data Analyst,3-5 years,$0 ($USD),$0-999
583,40-44,Man,United States of America,Doctoral degree,Data Scientist,10-20 years,"$10,000-$99,999","150,000-199,999"
276,22-24,Man,Kenya,Bachelor’s degree,Data Analyst,< 1 years,$0 ($USD),$0-999
838,25-29,Man,Bangladesh,Bachelor’s degree,Other,1-3 years,$0 ($USD),"5,000-7,499"
1452,40-44,Man,Iraq,Master’s degree,Student,10-20 years,,
695,40-44,Man,Spain,Master’s degree,Software Engineer,20+ years,$0 ($USD),"30,000-39,999"
929,30-34,Man,Japan,Master’s degree,Data Engineer,1-3 years,$100-$999,"5,000-7,499"
387,25-29,Woman,India,Master’s degree,Business Analyst,1-3 years,$1-$99,$0-999
561,70+,Man,United States of America,Master’s degree,Data Analyst,20+ years,$100-$999,"4,000-4,999"
667,22-24,Nonbinary,India,Bachelor’s degree,Software Engineer,3-5 years,$1-$99,"7,500-9,999"
534,18-21,Man,China,Bachelor’s degree,Data Analyst,3-5 years,$1-$99,$0-999
415753,70+,Man,Spain,Some college/university study without earning a bachelor’s degree,Data Engineer,20+ years,$0 ($USD),"40,000-49,999"
1153,70+,Man,United States of America,Doctoral degree,Data Scientist,10-20 years,"$1000-$9,999","50,000-59,999"
984,22-24,Man,Indonesia,Bachelor’s degree,Software Engineer,1-3 years,"$1000-$9,999",$0-999
307,45-49,Woman,India,Master’s degree,Product Manager,I have never written code,"$100,000 or more ($USD)","4,000-4,999"
463,45-49,Man,Austria,Master’s degree,Data Engineer,5-10 years,"$1000-$9,999","60,000-69,999"
1313,30-34,Man,United States of America,Master’s degree,Data Analyst,1-3 years,$0 ($USD),"60,000-69,999"
17036,40-44,Man,France,Doctoral degree,Research Scientist,20+ years,"$10,000-$99,999","30,000-39,999"
3508,18-21,Woman,India,Bachelor’s degree,Student,1-3 years,,
627,22-24,Man,Viet Nam,Bachelor’s degree,Data Engineer,1-3 years,$1-$99,"1,000-1,999"
880,25-29,Woman,Germany,Master’s degree,Software Engineer,1-3 years,$0 ($USD),"50,000-59,999"
748,55-59,Man,Japan,I prefer not to answer,Program/Project Manager,5-10 years,$1-$99,"5,000-7,499"
650,30-34,Man,India,Master’s degree,Business Analyst,3-5 years,"$1000-$9,999","30,000-39,999"
584,22-24,Man,Pakistan,Master’s degree,Student,< 1 years,,
842,22-24,Man,India,Master’s degree,Currently not employed,1-3 years,,
403,35-39,Man,United States of America,Master’s degree,Business Analyst,3-5 years,"$100,000 or more ($USD)","100,000-124,999"
166,22-24,Woman,Turkey,Master’s degree,Student,1-3 years,,
435,22-24,Man,India,I prefer not to answer,Currently not employed,3-5 years,,
178,18-21,Woman,China,Master’s degree,Student,1-3 years,,
985,22-24,Man,China,Master’s degree,Machine Learning Engineer,1-3 years,$0 ($USD),$0-999
209,22-24,Man,Viet Nam,Bachelor’s degree,Student,1-3 years,,
2271,25-29,Man,United States of America,Bachelor’s degree,Business Analyst,I have never written code,$0 ($USD),"60,000-69,999"
192,22-24,Man,"Iran, Islamic Republic of...",Bachelor’s degree,Student,1-3 years,,
801,18-21,Man,India,Bachelor’s degree,Business Analyst,< 1 years,"$10,000-$99,999","4,000-4,999"
634,30-34,Man,India,Master’s degree,Data Engineer,< 1 years,"$1000-$9,999","1,000-1,999"
690,25-29,Woman,Other,Bachelor’s degree,Program/Project Manager,5-10 years,$1-$99,"7,500-9,999"
428,18-21,Man,India,Bachelor’s degree,Student,1-3 years,,
401,22-24,Prefer not to say,I do not wish to disclose my location,Bachelor’s degree,Data Engineer,3-5 years,"$1000-$9,999","10,000-14,999"
421,35-39,Woman,United States of America,Doctoral degree,Student,1-3 years,,
40461,35-39,Man,United States of America,Bachelor’s degree,Data Analyst,I have never written code,$0 ($USD),$0-999
1196,25-29,Woman,India,Master’s degree,Data Engineer,3-5 years,$100-$999,"10,000-14,999"
869,18-21,Man,Australia,Bachelor’s degree,Student,1-3 years,,
1368,18-21,Prefer not to say,I do not wish to disclose my location,Bachelor’s degree,Student,1-3 years,,
1005,22-24,Man,India,Master’s degree,Student,1-3 years,,
580,30-34,Man,United States of America,Master’s degree,Data Scientist,5-10 years,$100-$999,"100,000-124,999"
951,55-59,Man,United States of America,Some college/university study without earning a bachelor’s degree,Other,I have never written code,$0 ($USD),"60,000-69,999"
912,35-39,Man,Pakistan,Doctoral degree,Statistician,5-10 years,$100-$999,$0-999
693,25-29,Man,India,Bachelor’s degree,Software Engineer,3-5 years,$0 ($USD),"5,000-7,499"
241,35-39,Man,Brazil,Master’s degree,Other,10-20 years,,
1289,30-34,Man,India,Master’s degree,Product Manager,1-3 years,"$1000-$9,999","10,000-14,999"
779,25-29,Man,Thailand,Bachelor’s degree,Data Scientist,1-3 years,$1-$99,"10,000-14,999"
930,40-44,Man,India,Master’s degree,Other,< 1 years,"$1000-$9,999",$0-999
645,30-34,Man,Russia,Master’s degree,Software Engineer,5-10 years,$0 ($USD),"4,000-4,999"
1127,18-21,Man,Other,No formal education past high school,Student,1-3 years,,
622,18-21,Man,India,Master’s degree,Student,1-3 years,,
474,18-21,Woman,India,Master’s degree,Machine Learning Engineer,I have never written code,$0 ($USD),"5,000-7,499"
991,40-44,Man,Israel,Master’s degree,Data Scientist,5-10 years,"$1000-$9,999","90,000-99,999"
457,22-24,Man,India,Master’s degree,Software Engineer,1-3 years,$1-$99,"5,000-7,499"
1184,18-21,Man,Poland,Bachelor’s degree,Data Scientist,1-3 years,$100-$999,"10,000-14,999"
463,40-44,Man,Australia,Some college/university study without earning a bachelor’s degree,Data Analyst,3-5 years,$100-$999,"70,000-79,999"
273,22-24,Man,Pakistan,Bachelor’s degree,Student,1-3 years,,
637,22-24,Man,United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,Other,1-3 years,"$1000-$9,999","40,000-49,999"
428,22-24,Man,Germany,Master’s degree,Student,5-10 years,,
532,25-29,Man,Malaysia,Bachelor’s degree,Data Scientist,1-3 years,$100-$999,"7,500-9,999"
761,45-49,Man,Spain,Master’s degree,Software Engineer,20+ years,"$1000-$9,999","30,000-39,999"
276,18-21,Man,Other,Master’s degree,Student,3-5 years,,
452,22-24,Man,India,Bachelor’s degree,Currently not employed,1-3 years,,
354,45-49,Prefer not to say,Spain,Master’s degree,Program/Project Manager,5-10 years,,
767,22-24,Woman,"Iran, Islamic Republic of...",Master’s degree,Data Scientist,3-5 years,,
434,35-39,Man,Canada,Master’s degree,Software Engineer,1-3 years,,
466,30-34,Man,Russia,Doctoral degree,Research Scientist,1-3 years,$0 ($USD),"30,000-39,999"
553,25-29,Man,India,Bachelor’s degree,Other,1-3 years,"$1000-$9,999","3,000-3,999"
553,25-29,Man,Pakistan,Master’s degree,Data Scientist,I have never written code,"$1000-$9,999",$0-999
3055,30-34,Man,Chile,Master’s degree,Data Scientist,3-5 years,"$10,000-$99,999","30,000-39,999"
392,40-44,Man,Japan,Some college/university study without earning a bachelor’s degree,Other,3-5 years,$1-$99,"40,000-49,999"
3597,22-24,Woman,Tunisia,Master’s degree,Student,1-3 years,,
938,25-29,Man,Indonesia,Master’s degree,Data Scientist,1-3 years,$100-$999,$0-999
923,45-49,Woman,India,Master’s degree,Program/Project Manager,I have never written code,"$1000-$9,999","1,000-1,999"
2293,25-29,Man,Egypt,Master’s degree,Data Engineer,3-5 years,"$1000-$9,999","50,000-59,999"
3253,30-34,Man,India,Doctoral degree,Machine Learning Engineer,< 1 years,$0 ($USD),$0-999
820,30-34,Man,India,Master’s degree,Machine Learning Engineer,5-10 years,$1-$99,"60,000-69,999"
14242,22-24,Man,India,Bachelor’s degree,Data Analyst,1-3 years,,
684,18-21,Man,India,Bachelor’s degree,Student,1-3 years,,
1194,22-24,Man,Sri Lanka,Bachelor’s degree,Student,1-3 years,,
1935,18-21,Man,Nigeria,Bachelor’s degree,Student,1-3 years,,
629,18-21,Man,Other,Bachelor’s degree,Student,< 1 years,,
466,18-21,Man,United States of America,Some college/university study without earning a bachelor’s degree,Student,1-3 years,,
622,18-21,Woman,Malaysia,Bachelor’s degree,Student,1-3 years,,
184,18-21,Man,Ecuador,Some college/university study without earning a bachelor’s degree,Student,1-3 years,,
2140,25-29,Man,India,Bachelor’s degree,Data Scientist,5-10 years,"$1000-$9,999","200,000-249,999"
1054,25-29,Man,Singapore,Master’s degree,Student,1-3 years,,
779,35-39,Woman,India,Master’s degree,Other,5-10 years,$0 ($USD),$0-999
419,40-44,Man,United States of America,Master’s degree,Program/Project Manager,10-20 years,"$10,000-$99,999","150,000-199,999"
1713,40-44,Man,United States of America,Bachelor’s degree,Product Manager,1-3 years,"$100,000 or more ($USD)","300,000-499,999"
867,40-44,Man,Mexico,Master’s degree,Data Analyst,3-5 years,$1-$99,$0-999
1842,25-29,Man,India,I prefer not to answer,Other,< 1 years,$1-$99,$0-999
417,18-21,Man,United States of America,Bachelor’s degree,Other,3-5 years,$0 ($USD),"50,000-59,999"
1964,50-54,Man,United States of America,Master’s degree,Machine Learning Engineer,20+ years,"$10,000-$99,999","250,000-299,999"
863,50-54,Man,Russia,Master’s degree,Research Scientist,5-10 years,$100-$999,$0-999
1577,18-21,Woman,India,Bachelor’s degree,Student,1-3 years,,
529,35-39,Man,India,I prefer not to answer,Other,< 1 years,$1-$99,"15,000-19,999"
19326,50-54,Man,India,Bachelor’s degree,Data Analyst,I have never written code,$100-$999,"25,000-29,999"
335,18-21,Man,Ukraine,Bachelor’s degree,Student,1-3 years,,
217,25-29,Woman,South Korea,Bachelor’s degree,Data Analyst,< 1 years,$1-$99,$0-999
352,22-24,Man,India,No formal education past high school,Data Scientist,1-3 years,"$1000-$9,999","1,000-1,999"
380,30-34,Man,India,No formal education past high school,Program/Project Manager,1-3 years,"$1000-$9,999","1,000-1,999"
211333,45-49,Man,Other,Master’s degree,Data Engineer,1-3 years,$0 ($USD),"10,000-14,999"
412,18-21,Man,Pakistan,Bachelor’s degree,Student,< 1 years,,
457,22-24,Man,Turkey,Master’s degree,Student,3-5 years,,
846,18-21,Man,"Iran, Islamic Republic of...",Master’s degree,Student,5-10 years,,
413,30-34,Woman,Germany,Bachelor’s degree,Software Engineer,< 1 years,,
1098,50-54,Man,Poland,Professional doctorate,Research Scientist,20+ years,$0 ($USD),"25,000-29,999"
375,25-29,Man,United States of America,Bachelor’s degree,Student,5-10 years,,
834,22-24,Man,United States of America,Master’s degree,Student,1-3 years,,
664,45-49,Man,United States of America,Professional doctorate,Data Scientist,10-20 years,$0 ($USD),$0-999
408,18-21,Man,Other,Master’s degree,Student,< 1 years,,
2315,25-29,Man,Argentina,Master’s degree,Data Scientist,5-10 years,"$10,000-$99,999","25,000-29,999"
1120,50-54,Man,United States of America,Master’s degree,Currently not employed,10-20 years,,
309,18-21,Woman,India,Some college/university study without earning a bachelor’s degree,Student,< 1 years,,
127,18-21,Man,Other,Master’s degree,Student,3-5 years,,
973,45-49,Man,Romania,Professional doctorate,Research Scientist,10-20 years,"$10,000-$99,999","40,000-49,999"
460,25-29,Woman,Russia,Bachelor’s degree,Currently not employed,3-5 years,,
1211,18-21,Man,Mexico,Bachelor’s degree,Student,1-3 years,,
806,30-34,Man,India,Doctoral degree,Research Scientist,3-5 years,$0 ($USD),$0-999
217899,45-49,Prefer not to say,United States of America,I prefer not to answer,Data Analyst,10-20 years,,
1012,25-29,Man,India,Bachelor’s degree,Software Engineer,5-10 years,"$1000-$9,999","3,000-3,999"
1343,60-69,Man,Australia,Master’s degree,Other,1-3 years,"$1000-$9,999","100,000-124,999"
1110,18-21,Man,United States of America,Bachelor’s degree,Student,1-3 years,,
33865,18-21,Man,Hong Kong (S.A.R.),Bachelor’s degree,Student,< 1 years,,
761,60-69,Man,India,Some college/university study without earning a bachelor’s degree,Software Engineer,20+ years,"$1000-$9,999","20,000-24,999"
583,18-21,Man,India,Master’s degree,Student,1-3 years,,
629,22-24,Woman,India,Master’s degree,Currently not employed,5-10 years,,
766,22-24,Man,Pakistan,Some college/university study without earning a bachelor’s degree,Data Scientist,1-3 years,"$1000-$9,999","4,000-4,999"
2959,18-21,Woman,Algeria,Master’s degree,Student,1-3 years,,
605,30-34,Man,Canada,Bachelor’s degree,Research Scientist,5-10 years,$100-$999,"30,000-39,999"
579,22-24,Man,Other,Bachelor’s degree,Other,1-3 years,$0 ($USD),"4,000-4,999"
684,55-59,Man,Sweden,Master’s degree,Data Scientist,5-10 years,"$10,000-$99,999","70,000-79,999"
693,55-59,Man,United States of America,Some college/university study without earning a bachelor’s degree,Student,< 1 years,,
529,30-34,Man,Australia,Master’s degree,Data Scientist,3-5 years,$100-$999,"70,000-79,999"
